;job_name;company_name;job_url;date
10;Programa de Estágio 2024 - Estagiário de QA (Rio de Janeiro);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNzIyMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
11;Programa de Estágio 2024 - Estagiário de Desenvolvimento Java (São Paulo);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNzE5NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
12;Programa de Estágio 2024 - Estagiário de Desenvolvimento Java (Rio de Janeiro);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNzEyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
13;Programa de Estágio 2024 - Estagiário Funcional  (São Paulo);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNzExMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
14;Programa de Estágio 2024 - Estagiário Funcional  (Rio de Janeiro);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNzAyNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
15;Programa de Estágio 2024 - Estagiário Funcional  (São Paulo);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNjg1OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
16;Programa de Estágio 2024 - Estagiário Funcional  (Rio de Janeiro);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNjYwMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
17;Programa de Estágio 2024 - Estagiário Funcional  (Rio de Janeiro);openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNDc0OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
18;Programa de Estágio 2024 - Estagiário Funcional  (São Paulo) ;openlabs;https://openlabs.gupy.io/job/eyJqb2JJZCI6NTgyNDYzNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
19;Estagiário(a) de M&A l;ACE Ventures;https://trabalhenaace.gupy.io/job/eyJqb2JJZCI6NTgyMTgwMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
20;Estagiário(a) de Experiência do Usuário Empresas e Instituições de Ensino - São Paulo Capital;CIEE - Centro de Integração Empresa-Escola;https://ciee.gupy.io/job/eyJqb2JJZCI6NTc1NzA5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/11/2023
21;Estagiário(a) de conteúdo;Lojacorr - Carreiras ;https://redelojacorr.gupy.io/job/eyJqb2JJZCI6NTc1NTIzOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;31/10/2023
22;Estagiário(a) de Experiência do Usuário Empresas e Instituições de Ensino - São Paulo Capital;CIEE - Centro de Integração Empresa-Escola;https://ciee.gupy.io/job/eyJqb2JJZCI6NTc1NzA3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;30/10/2023
23;Estagiários - Tecnologia da Informação e Engenharia;Fitec- Inovações Tecnológicas;https://fitec.gupy.io/job/eyJqb2JJZCI6NTc1NjQ4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;26/10/2023
24;Estagiário de Novos Projetos;Seazone;https://seazonecareers.gupy.io/job/eyJqb2JJZCI6NTc1NDYxOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;26/10/2023
25;Estagiário de Operações - OPEC ;BrandMonitor;https://brandmonitor.gupy.io/job/eyJqb2JJZCI6NTc0MTI5OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;25/10/2023
26;ESTAGIÁRIO - Gestão ERP;TecBan;https://tecban.gupy.io/job/eyJqb2JJZCI6NTYyNTI0MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;23/10/2023
27;Banco de Talentos - Estagiário(a) ;Grupo TecnoSpeed;https://grupotecnospeed.gupy.io/job/eyJqb2JJZCI6NTY5NjY1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;23/10/2023
28;Estagiário(a) - Central de Operações;CIEE - Centro de Integração Empresa-Escola;https://ciee.gupy.io/job/eyJqb2JJZCI6NTU2ODI5NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;20/10/2023
29;Estagiário(a) de Gente e Gestão;Lojacorr - Carreiras ;https://redelojacorr.gupy.io/job/eyJqb2JJZCI6NTY2ODQzOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;20/10/2023
30;Estagiário (a)  SAP BTP SAC;É simples, é SAP, é Fusion 🧡📎;https://fusionconsultoria.gupy.io/job/eyJqb2JJZCI6NTY2NjM1NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;19/10/2023
31;Estagiário em Banco de Dados SQL Server - Exclusiva Rio de Janeiro e São Paulo Capital;Confitec;https://confitec.gupy.io/job/eyJqb2JJZCI6NTYxMjMxNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;18/10/2023
32;Estagiário de Analytics;Maxxidata ;https://maxxioportunidades.gupy.io/job/eyJqb2JJZCI6NTMyMzY1NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;16/10/2023
33;Estagiário de Conteúdo;LBCA - Lee, Brock, Camargo Advogados;https://lbca.gupy.io/job/eyJqb2JJZCI6NTYzMTQzMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;11/10/2023
34;Estagiário(a) em Direito - Cível;TozziniFreire Advogados;https://tozzinifreire.gupy.io/job/eyJqb2JJZCI6NTYyMjUzMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;10/10/2023
35;Estagiário de Operações ➜ OPEC (Inglês obrigatório);BrandMonitor;https://brandmonitor.gupy.io/job/eyJqb2JJZCI6NTU4MjIzMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;03/10/2023
36;Estagiário(a) de Tecnologia da Informação;Lanlink Informática;https://vempralanlink.gupy.io/job/eyJqb2JJZCI6NTU1NTk2MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;29/09/2023
37;Estagiário(a) DevOps ;Vertigo Tecnologia;https://vertigo.gupy.io/job/eyJqb2JJZCI6NTU1MjE3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;27/09/2023
38;Estagiário II;Flash Global;https://flashglobal.gupy.io/job/eyJqb2JJZCI6NTU1NTIwMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;27/09/2023
39;Estagiário de Governança de Dados;SPC Brasil;https://spcbrasil.gupy.io/job/eyJqb2JJZCI6NTM2Mzk3MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;25/09/2023
40;Estagiário(a) de Cadastro;Soma;https://soma.gupy.io/job/eyJqb2JJZCI6NTQxMjY1Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;18/09/2023
41;Estagiário(a) de Atendimento Publicitário;Brivia;https://brivia.gupy.io/job/eyJqb2JJZCI6NTM5NTg3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;08/09/2023
42;FARM GLOBAL | Estagiário de Operações;GRUPO SOMA;https://gruposoma.gupy.io/job/eyJqb2JJZCI6NTAwNjMwOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;01/09/2023
43;Estagiário;Stefanini Group;https://stefanini.gupy.io/job/eyJqb2JJZCI6NTI4MTUyMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;15/08/2023
44;Estagiário(a) Tributário Consultivo - São Paulo ;BMA TESTE;https://bmateste.gupy.io/job/eyJqb2JJZCI6NTI0NDEyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;04/08/2023
45;Estagiário de Gente e Cultura;Stefanini Group;https://stefanini.gupy.io/job/eyJqb2JJZCI6NTAyNjA2Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;14/07/2023
46;ESTAGIÁRIO SISTEMA DE MONITORAÇÃO;Confidencial;https://confidencial55329.gupy.io/job/eyJqb2JJZCI6NDg0MDA2NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;13/06/2023
47;V.VEGA- Banco de Oportunidades- Estagiário (a);Vegamonitoramento;https://vegamonitoramento.gupy.io/job/eyJqb2JJZCI6NDkzNzA4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;07/06/2023
48;Technical writer (estagiário)  - Projetos de TI (04/23);Fitec- Inovações Tecnológicas;https://fitec.gupy.io/job/eyJqb2JJZCI6NDYyNjEwNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;10/04/2023
49;Banco de Talentos: venha ser Estagiário no Infnet ;Instituto Infnet - Venha ser estagiário ou trainee!;https://estagio-e-trainee-infnet.gupy.io/job/eyJqb2JJZCI6MzY5ODIwOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal;19/12/2022
